id	is_closed	name	province	city	detail_addr	tel	business_hours	holiday	type	grade	homepage	latitude	longitude	menu	zip	parking	tel2	distance	rough_map_desc	price	
127	false	우리식당	경상	대구	대구광역시 동구 진인동 123-42	053-982-8657			주문식	일부 채식	http://cafe.naver.com/ululul/55956	35.971782	128.727443	특히『갓바위 두부』, 그리고 『(사찰용) 산채 비빔밥』추천					팔공산 갓바위 앞 길(대구 방향), 정문 옆 근처		
128	false	유기농한식뷔페 뜨락이풀	경상	대구	대구광역시 수성구 지산동 1275-10	053-784-3777			뷔페	일부 채식	http://blog.daum.net/_blog/BlogTypeMain.do?blogid=0EVv5	35.821237	128.639299						수성SK리더스뷰 맞은편	점심15,000원 저녁 20,000원, 5세~초등생 7천원	
129	false	연화정	경상	대구	경북 칠곡군 동명면 기성리 212	054-975-9400			주문식	일부 채식	http://blog.daum.net/kjr1215/1647	36.007256	128.591182	사찰음식, 산채한정식 15,000원					팔공산 한티재방면		
130	false	중화요리 일조룡	경상	대구	대구시 남구 봉덕동 1020-24	053-471-8554			주문식	일부 채식	http://lhj1918.blog.me/100120913097	35.842089	128.602994	짜장, 짬뽕, 볶음밥 등					남구 봉덕동 봉덕시장 근처		
132	false	벨로 이태리 성서 계대점	경상	대구	대구 달서구 신당동 1712-12	053-583-4239			주문식	일부 채식	http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=088&aid=0000151682	35.856396	128.492725	스파게티, 파스타, 그라탕을 채식메뉴로 제공							
134	false	중화요리 청우방	경상	대구	경상북도 경산시 중방동 348	053-815-0798			주문식	일부 채식	http://cafe.naver.com/ululul/64797	35.821449	128.732333	두부완자,자장면,짬봉,마파두부,김치 채식 주문 가능					경산의 현대 밀레오레 근처 (경산시장 근처)		
136	false	마야	경상	대구	대구시 북구 산격동 1327-7 2층	053-214-1916			주문식	일부 채식	http://cafe.naver.com/ululul/56786	35.892876	128.609163	인도&네팔요리 전문점					경북대 북문		
139	false	유화전통다원	경상	경주	경상북도 경주시 동천동 987-43	054-741-3579			주문식	일부 채식	http://place.daum.net/place/Top.do?confirmid=10666987	35.858058	129.224442								
140	false	다유	경상	경주	경상북도 경주시 천북면 물천리 1059-7	054-773-0686			주문식	일부 채식	http://blog.naver.com/kana1509?Redirect=Log&logNo=20126044040	35.870522	129.27269	채과밥,콩고기 정식(채식 확인 요함, 특히 국종류)					보문단지 환화콘도 뒷 길	10,000원 정도	
141	false	연화바루	경상	경주	경북 경주시 서약동 874-3	054-774-5378		매월 둘째넷째 금요일 2회 쉼	주문식	대부분 채식	http://blog.naver.com/jsw30720?Redirect=Log&logNo=80122596560	35.822994	129.186457	전통사찰음식					경주시 무열왕릉 시외방향 5분거리 도로변	18,000원 코스	
142	false	향적원	경상	경주	경상북도 경주시 마동 953-21	054-775-0014			주문식	대부분 채식	http://cafe.naver.com/ululul/68613	35.783942	129.307749	사찰음식					불국사역 삼거리에서 불국사 방향		
143	false	쑥부쟁이	경상	경주	경북 경주시 하동 585-5	054-748-3903			주문식	일부 채식	http://blog.naver.com/ok951105/40125433813	35.797324	129.312731	채식위주 코스 요리						15,000원 ~ 20,000원	
144	false	길림성	경상	문경	경상북도 문경시 농암면 종곡리 31-1	054-571-5455			주문식	일부 채식	http://hotel.auction.co.kr/Home/Community/PostBoard.aspx?mode=r&bid=1466&idLodge=&lodtype=&file=&search=All&searchtxt=	36.594411	128.003774	한농버전(채식)으로 짜장과 짬뽕 등 주문 가능							
145	false	통나무집	경상	상주	경북 상주시 지천동 634	054-533-3313			주문식	일부 채식	http://blog.daum.net/hachiil/8307752	36.360594	128.152282	사찰 음식					경상북도 상주시 지천동		
147	false	어가찻집	경상	포항	경상북도 포항시 남구 대이동 61-1	054-281-0065			주문식	일부 채식	http://blog.daum.net/konggomul/15491704	36.026618	129.333989	채식 메뉴 13,000원					경북 포항 남구 대이동	채식 메뉴 13,000원	
148	false	요산재 채식뷔페	경상	포항	경상북도 포항시 남구 대잠동 469-17	054-278-3240			뷔페	비건	http://cafe.naver.com/ululul/9551	36.022194	129.341062							점심:15,000, 저녁:20,000	
149	false	웰빙 남새부페	경상	부산	부산광역시 부산진구 부전동 397-44	051-802-2101		토요일은 휴무	뷔페	비건	http://blog.naver.com/vgbr2002/130104219905	35.159107	129.057663							점심은 만원이고 저녁은 만삼천원	
150	false	동화반점	경상	부산	부산광역시 중구 보수동2가 73-8	051-243-0198			주문식	일부 채식	http://blog.naver.com/coward10?Redirect=Log&logNo=120114279886	35.105776	129.023475	일반 중국집이지만 짜장.짬뽕.탕수 가능함					보수동		
152	false	다전	경상	부산	부산 부산진구 부전2동 240-12	051-808-6363			주문식	비건	http://cafe.naver.com/ululul/76058	35.153559	129.058287	콩까스, 콩스테이크, 콩불고기, 김밥, 라면 등		주변 유료 주차장 이용(보통 시간당 1,000원 정도)			서면 1번가 마리포사 4거리에서 와바건물 4층		
153	false	김미자 채식뷔페	경상	부산	부산시 남구 대연3동 427-27	051-626-3478			뷔페	비건	http://blog.daum.net/shoesu/5885821	35.134775	129.10067						부경대학교 정문 맞은편		
154	false	중남해 중국집	경상	부산	부산광역시 동구 초량1동 609-2	051-469-9333			주문식	일부 채식	http://cafe.naver.com/ululul/24712	35.113474	129.037627	7인이상 이용시 채식 코스요리 가능					부산역앞 차이나타운에 위치		
155	false	에코토피아	경상	부산	부산시 수영구 남천동 20-7	051-628-2897	오전10시부터 밤10까지. 일요일은9시까지	둘째넷째 월요일 휴무	주문식	비건	http://sagesselee.blog.me/80093145362	35.141661	129.109567	유기농식사, 유기농아이스크림, 공정무역차 등					인디고 서원옆에 위치		
156	false	풀내음 전통음식	경상	부산	부산시 금정구 청룡동 202-4	051-508-3020			주문식	일부 채식	http://blog.naver.com/chefjhkim?Redirect=Log&logNo=70107820425	35.278911	129.079396	한정식, 생선 및 멸치 반찬 등도 나옴						2인분 기본, 1인분을 시키면 추가요금	
158	false	뉴스타트 채식뷔페	경상	사천시	경남 사천시 곤명면 금성리 396-4	055-852-7009		금요일부터 저녁부터~토요일 휴무	뷔페	락토 오보		35.142431	127.970552	30여가지 메뉴					경남 사천시 곤명면 금성리	7,000원	
159	false	바루	경상	양산시	경남 양산시 물금읍 범어리 546-3	051-385-6688			주문식	대부분 채식	http://www.baru.kr/	35.32965	128.996862	사찰음식, 비채식있으니 확인요함					양산교육청 신청사앞		
160	false	죽림산방	경상	양산시	경남 양산 상북면 대석리 393	055-374-3392			주문식	일부 채식	http://blog.naver.com/jiwan75?Redirect=Log&logNo=40071005395	35.391137	129.068153	조류, 생선도 나오니 주문전 미리 문의							
161	false	자연으로 채식뷔페	경상	진주시	경남 진주시 칠암동 503-7	055-762-5888		토요일 휴무	뷔페	비건	http://kerrysin.blog.me/20058061076	35.185729	128.093604	뷔페					칠암동 문화예술회관 앞 다다미횟집 건물 3층	10,000원	
162	false	또오리 반점	경상	진주시	경남 진주시 상봉동 910-6	055-746-1880			주문식	일부 채식		35.197648	128.078975	청구 소식 가능					진주 봉곡로타리 서부 농협 앞		
163	false	뚱보곰탕	경상	진주시	경남 진주시 칠암동 526-10	055-752-8300			주문식	일부 채식		35.183474	128.094256	비빔밥, 냉면, 특별 메뉴는 전날 연락 후 가능					진주 칠암동 강변로 강변사우나 앞에서 서쪽		
164	false	화련정	경상	창원시	창원시 중앙동 95-3	055-266-9120		공휴일, 일요일 휴무, 토요일 16시에 마감	주문식	비건		35.223629	128.677675	된장 뚝배기, 쌈밥, 들깨찜, 버섯전골					삼일상가 앞 공성상가 2층, 보민한의원 옆		
165	false	도리원	경상	창녕군	경남 창녕군 영산면 죽사 373-1	055-521-6116			주문식	일부 채식	http://blog.naver.com/ysw3030/88528110	35.446209	128.538916						영산휴게소 부근		
169	false	물뫼골	제주	제주	제주도 제주시 애월읍 수산리 795-1	064-713-5486			주문식	일부 채식		33.472917	126.391312	연잎밥,된장국수,들개수제비,보말죽,김치 젓갈 문의					제주시 애월읍		
171	false	연우네	제주	제주	제주특별자치도 제주시 노형동 571-2	064-712-5646			주문식	일부 채식	http://cafe.naver.com/ululul/15743	33.469285	126.483961	옹심이, 비빔밥, 들깨수제비, 김치젓갈 문의					한라수목원입구 맞은편		
172	false	밥이보약	제주	제주	제주 제주시 노형동 1296-3	064-744-7782			주문식	일부 채식	http://blog.naver.com/jejuspec?Redirect=Log&logNo=50109093074	33.487128	126.480584	비빔밥,들깨수제비,순두부는 조개 제외 요청							
173	false	나무 물꼬기	제주	제주	제주 제주시 일도2동 72-2	064-752-1163			주문식	일부 채식	http://kmogenius.tistory.com/37	33.501104	126.545119	들깨수제비나 산채비빕밥 등					제주시 일도2동 72-2번지		
174	false	인도음식점 바그다드	제주	제주	제주 제주시 이도2동 1188-16	064-757-8182			주문식	일부 채식	http://cafe.naver.com/ululul/17518	33.49748	126.529703	베지터블메뉴 따로 있음						9천~1만원	
175	false	낭뜰에 쉼팡	제주	제주	제주시 조천읍 와흘리 122-3	064-784-9292			주문식	일부 채식	http://blog.naver.com/tamla58/150109122458	33.473086	126.658817								
176	false	질시루	수도권	서울	서울 종로구 와룡동 164-2	02-741-0258			떡카페	대부분 채식	http://www.jilsr.com/	37.574853	126.990627	떡카페							
177	false	다미재	수도권	서울	서울 종로구 명륜4가 188-12	02-744-8090			떡카페	대부분 채식	http://www.damijae.com/	37.581995	126.997927	떡카페					서울시티빌 1층		
178	false	동방미인	수도권	서울	서울 강남구 신사동 529-6	02-514-7955			떡카페	대부분 채식	http://blog.naver.com/moving35/150093971097	37.522986	127.021332	떡카페							
179	false	미단	수도권	서울	서울 강남구 역삼1동 737	02-2112-2983			떡카페	대부분 채식	http://blog.naver.com/dongchoulkim/70028532072	37.499772	127.036616	떡카페					스타타워 지하2층		
180	false	지화자	수도권	서울	서울 강남구 도곡동 467	02-720-9500			떡카페	대부분 채식	http://94oberon.blog.me/40014215284	37.488185	127.054427	떡카페					타워펠리스 상가1층		
181	false	한상	수도권	서울	서울 종로구 팔판동 35-1	02-720-9500			떡카페	대부분 채식	http://blog.naver.com/namolla40?Redirect=Log&logNo=24454738	37.58292	126.981529	떡카페							
182	false	다담	수도권	광주	광주시 동구 동명동 200-9	062-236-0606			떡카페	대부분 채식	http://csr0124.blog.me/121272510	35.15116	126.923868	떡카페							
183	false	감로당	수도권	서울	서울시 종로구 통의동 35-106	02-3210-3397		휴무 없음	주문식	비건	http://www.sachalfood.com	37.577189	126.973022						경복궁역 3번출구 150m 근방, 대림미술관 앞	23,000원이상  5만원대  부가세10%추가	
184	false	계동마나님	수도권	서울	서울 종로구 안국동 17-1	02-3675-8688			주문식	일부 채식	http://cafe.naver.com/ululul/54369	37.57879	126.983088						안동교회 옆	7,8천부터 주문식 메뉴	
185	false	뉘조 야생초 전문점	수도권	서울	서울특별시 종로구 관훈동 84-13	02-730-9301	10:00 ~ 22:00		주문식	일부 채식	http://laputaa.blog.me/60030573448	37.575077	126.985204			주차불가				1만5천~5만원 (25,000원채식정식)	
186	false	다경	수도권	서울	서울 강남구 대치동 922-21 2층	02-508-5901			주문식	일부 채식	http://cafe.naver.com/ululul/54128	37.49798	127.053024	점심-비빔밥, 덮밥 등, 일품요리, 코스요리		가게 옆 주차장 약 5~6대			서울깍두기 건너편 건물	점심-7천원/코스:13,000원~58,000원	
187	false	들풀 ? 명륜동	수도권	서울	서울특별시 종로구 명륜4가 71-1	02-745-9383			주문식	일부 채식	http://blog.naver.com/magots/100108668885	37.582546	127.000593						대학로 혜화역 부근	찌개,국은 요청시 맹물로 끓여주신다함	
188	false	들풀 ? 청운동	수도권	서울	서울특별시 종로구 청운동 69	02-720-4323			주문식	일부 채식	http://blog.naver.com/hj4502/110048011309	37.586394	126.970107								
189	false	들풀 ? 가평 설악면	수도권	서울	경기도 가평군 설악면 창의리 420-6	031-585-4322			주문식	일부 채식	http://blog.naver.com/sooparkeg/114454690	37.671111	127.503225								
190	false	만리장성 중국집	수도권	서울	서울 종로구 견지동 100	02-738-3636			주문식	일부 채식	http://blog.naver.com/julia1045?Redirect=Log&logNo=92966876	37.572789	126.983371	일부메뉴 채식주문 가능					조계사 건너편 정류장앞		
191	false	바루	수도권	서울	서울 종로구 견지동 71	02-2031-2081			주문식	비건	http://blog.naver.com/bildtext?Redirect=Log&logNo=130092285210	37.573848	126.983181	사찰 음식, 반드시 예약하고 가야함					템플스테이통합정보센터 5층	2만~5만원(코스),평일 냉면 등도 있음 문의바람	
192	false	보리울	수도권	서울	서울 종로구 명륜4가 147-1	02-577-4012			주문식	일부 채식	http://blog.naver.com/ddochiys/110087824231	37.581759	126.99971	멸치 안넣고 된장 찌개 요청 가능					혜화역 소나무길 가다보면 온누리약국 옆	5천원	
193	false	산에나물	수도권	서울	서울특별시 종로구 팔판동 35-1	02-732-2542			주문식	일부 채식	http://cafe.naver.com/ululul/58126	37.58292	126.981529	코스요리, 채식아닌 것도 나오므로 문의 요함					우리은행 옆,  백월빌딩 2층	코스요리: 3만~8만, 점심은 26,000원도 있음	
195	false	산채 서울대점	수도권	서울	서울시 관악구 봉천4동 865-1	02-888-1643	11:00 ~ 21:00		주문식	일부 채식	http://ajirim.blog.me/90093504208	37.479209	126.951171	버섯과 들깨칼국수 외엔 멸치 들어감. 젓갈 김치		가게 옆 1~2대					
196	false	산촌	수도권	서울	서울특별시 종로구 관훈동 14	02-735-0312			주문식	비건	http://www.sanchon.com/	37.573744	126.986049	사찰음식					인사동사거리 한빛은행 세종화랑골목	가격이 높음	
197	false	새생명건강동호회	수도권	서울	서울특별시 종로구 견지동 74-2	02-3210-2151		금요일 오후, 토요일, 일요일은 휴무	주문식	락토 오보	http://blog.naver.com/abraxasblog?Redirect=Log&logNo=97762781	37.574048	126.983341						서울중앙교회 내	7,000원 회원우대	
200	false	수와래(스파게티전문점)	수도권	서울	서울특별시 종로구 삼청동 35-116	02-739-2122			주문식	일부 채식	http://www.mr-kang.com/	37.582634	126.98199	락토 채식스파게티 포모도로(8200원)					삼청동	락토 채식스파게티 포모도로(8200원)	
201	false	수카라	수도권	서울	서울특별시 마포구 서교동 327-9	02-334-5919			주문식	일부 채식	http://cafe.naver.com/ululul/80123	37.555036	126.930089								
202	false	시천주	수도권	서울	서울특별시 종로구 관훈동 118-27	02-732-0276			주문식	일부 채식	http://cafe.naver.com/ululul/64979	37.575236	126.984004	술과 밥, 채식아닌 것도 있으므로 확인바람.					안국역 6번출구로 나와 바로 왼쪽 골목안에 위치		
203	false	에코밥상	수도권	서울	서울시 종로구 적선동 94	02-736-9136			주문식	일부 채식	http://cafe.naver.com/ululul/64977	37.576205	126.973114	생채 비빔밥과 강된장, 표고탕수 등					후(厚)빌딩 2층	비빔밥(12,000원), 표고탕수(26,000원) 등	
204	false	온마을 두부전문점	수도권	서울	서울특별시 종로구 삼청동 123	02-738-4231			주문식	일부 채식	http://cafe.naver.com/ululul/7703	37.58663	126.981523	야채두부전골을 드실 수 있음					삼청동 금융연수원 바로 윗쪽		
205	false	위푸드케어스	수도권	인천	인천시 중구 운서동 2806-3	032-752-3155			주문식	일부 채식	http://cafe.naver.com/ululul/70281	37.494706	126.493094	채식&약선 코스요리. 약선은 비채식, 비빔밤, 콩국수					인천 운서역 나와 오른쪽 한스빌딩 102호	비빔밤 7천원, 콩국수 7천원, 코스 12,000원~5만원	
207	false	진리루	수도권	서울	서울특별시 동대문구 휘경2동 255-19	02-2215-6636		금요일저녁, 토요일 휴무	주문식	유란 채식	http://blog.naver.com/bbinemo/100095374741	37.589043	127.060402	채식으로 주문요					외환은행 옆		
208	false	채근담	수도권	서울	서울 강남구 대치동 983	02-555-9173			주문식	락토 채식	http://cafe.naver.com/ululul/62538	37.503392	127.065008	사찰음식전문점 (소식가능) 코스요리					일동빌딩 별관	1인당 3만원 이상. 2만원점심코스 있음	
